-0.9107298621,-35.67674554
-3.652535407,-35.6790698
-6.394287329,-35.66221889
-9.13580864,-35.62305506
-11.87683514,-35.5580919
-14.61699094,-35.46349438
-17.35576309,-35.33496261
-20.09250331,-35.16877778
-22.82621655,-34.95866437
-25.55558996,-34.69834687
-28.27897475,-34.38166599
-30.99394317,-33.99944088
-33.69733748,-33.54283933
-36.38480696,-33.00035626
-39.05024677,-32.35862714
-41.67052325,-31.55756977
-44.09264174,-30.28375723
-46.19315482,-28.52963566
-47.8785472,-26.37353274
-49.13499314,-23.93909928
-50.01172707,-21.34487271
-50.37432668,-18.63234114
-50.13192054,-15.9069099
-49.38685976,-13.27061417
-48.47503308,-10.68510359
-47.3813691,-8.17176139
-46.1102113,-5.742906162
-44.72893427,-3.374597995
-43.26934408,-1.053704801
-41.7427461,1.223724667
-40.16040939,3.462687577
-38.53078117,5.667600029
-36.85986097,7.841367351
-35.15499199,9.988638071
-33.42075014,12.11231752
-31.67478528,14.22635127
-29.91240713,16.32667187
-28.12882189,18.40897943
-26.31884173,20.46850921
-24.47418829,22.49689385
-22.58952301,24.4882065
-20.65729568,26.43338252
-18.67184091,28.32405456
-16.62559393,30.14871753
-14.51327432,31.89644737
-12.32949632,33.5539958
-10.06951336,35.10579024
-7.732191434,36.53846619
-5.309654844,37.82041365
-2.708125686,38.66946706
0.01376410358,38.95314341
2.734515382,38.65900788
5.332756751,37.79984392
7.73854775,36.48756482
10.05522912,35.02165191
12.29617129,33.44243116
14.46552524,31.7660562
16.56815194,30.00658882
18.60890966,28.17576656
20.59385964,26.28451345
22.52897414,24.34212655
24.41980416,22.35674077
26.27157747,20.33486406
28.09095092,18.28370163
29.88279456,16.20836686
31.65207287,14.11385692
33.40390649,12.00470412
35.14011671,9.882651661
36.8487844,7.738402484
38.52309295,5.567308064
40.15684673,3.365417155
41.7438465,1.129708214
43.27469351,-1.144932139
44.73853275,-3.463036217
46.1237574,-5.82902012
47.39883013,-8.255899724
48.4928028,-10.7690095
49.39882971,-13.35661192
50.13603521,-15.9951157
50.37377104,-18.72101179
50.00262976,-21.43203259
49.103641,-24.01847287
47.81586109,-26.43663649
46.11807022,-28.5829775
44.00727591,-30.32478048
41.57797036,-31.58476365
38.94165646,-32.32411183
36.25252369,-32.85845998
33.55049125,-33.32342887
30.83887485,-33.72889662
28.11986076,-34.08137116
25.3953665,-34.38840635
22.66658324,-34.65499936
19.93441709,-34.88452037
17.19962888,-35.08010713
14.46276154,-35.24431634
11.72429083,-35.37982089
8.984657979,-35.48824778
6.24412221,-35.57122398
3.502950447,-35.62979542
0.7613687595,-35.66535665
-0.9107298621,-35.67674554
-3.652535407,-35.6790698
